Id,TimeStamp,DateTime,Dc,State,EnergyConsumption,VmsCount,MigratedVmsCount,CpuSpecs,RamSpecs,BwSpecs,SizeSpecs,CpuProv,RamProv,BwProv,SizeProv,CpuReq,RamReq,BwReq,SizeReq
16,1357228800670,2013-01-03 11:00:00,4,Running,0.1155,3,0,3000,4096,1024,327680,473,287,29,157286,473,287,29,157286
17,1357228800670,2013-01-03 11:00:00,4,Running,0.1141,3,0,3000,4096,1024,327680,403,288,30,157286,403,288,30,157286
18,1357228800670,2013-01-03 11:00:00,4,Running,0.1155,3,0,3000,4096,1024,327680,477,316,30,157286,477,316,30,157286
19,1357228800670,2013-01-03 11:00:00,4,Running,0.1077,1,0,3000,4096,1024,327680,116,110,9,52429,116,110,9,52429
20,1357228800670,2013-01-03 11:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357228800670,2013-01-03 17:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357228800670,2013-01-03 17:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357228800670,2013-01-03 17:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357228800670,2013-01-03 17:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357228800670,2013-01-03 17:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357228800670,2013-01-03 17:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357228800670,2013-01-03 17:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357228800670,2013-01-03 17:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357228800670,2013-01-03 17:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357228800670,2013-01-03 17:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357228800670,2013-01-04 01:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357228800670,2013-01-04 01:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357228800670,2013-01-04 01:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357228800670,2013-01-04 01:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357228800670,2013-01-04 01:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357232400670,2013-01-03 15:00:00,5,Running,0.1109,3,0,3000,4096,1024,327680,254,243,29,157286,254,243,29,157286
22,1357232400670,2013-01-03 15:00:00,5,Running,0.1128,3,0,3000,4096,1024,327680,338,227,32,157286,338,227,32,157286
23,1357232400670,2013-01-03 15:00:00,5,Running,0.1112,3,0,3000,4096,1024,327680,266,252,30,157286,266,252,30,157286
24,1357232400670,2013-01-03 15:00:00,5,Running,0.1144,3,0,3000,4096,1024,327680,419,266,30,157286,419,266,30,157286
25,1357232400670,2013-01-03 15:00:00,5,Running,0.1118,3,0,3000,4096,1024,327680,293,248,31,157286,293,248,31,157286
16,1357232400670,2013-01-03 12:00:00,4,Running,0.1124,3,0,3000,4096,1024,327680,319,264,28,157286,319,264,28,157286
17,1357232400670,2013-01-03 12:00:00,4,Running,0.1125,3,0,3000,4096,1024,327680,327,251,29,157286,327,251,29,157286
18,1357232400670,2013-01-03 12:00:00,4,Running,0.1121,3,0,3000,4096,1024,327680,307,250,30,157286,307,250,30,157286
19,1357232400670,2013-01-03 12:00:00,4,Running,0.1075,1,0,3000,4096,1024,327680,105,69,11,52429,105,69,11,52429
20,1357232400670,2013-01-03 12:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357232400670,2013-01-03 18:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357232400670,2013-01-03 18:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357232400670,2013-01-03 18:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357232400670,2013-01-03 18:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357232400670,2013-01-03 18:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357232400670,2013-01-03 18:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357232400670,2013-01-03 18:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357232400670,2013-01-03 18:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357232400670,2013-01-03 18:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357232400670,2013-01-03 18:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357232400670,2013-01-04 02:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357232400670,2013-01-04 02:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357232400670,2013-01-04 02:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357232400670,2013-01-04 02:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357232400670,2013-01-04 02:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357236000670,2013-01-03 16:00:00,5,Running,0.1127,3,0,3000,4096,1024,327680,333,226,30,157286,333,226,30,157286
22,1357236000670,2013-01-03 16:00:00,5,Running,0.1109,3,0,3000,4096,1024,327680,254,237,29,157286,254,237,29,157286
23,1357236000670,2013-01-03 16:00:00,5,Running,0.1123,3,0,3000,4096,1024,327680,317,262,31,157286,317,262,31,157286
24,1357236000670,2013-01-03 16:00:00,5,Running,0.1118,3,0,3000,4096,1024,327680,292,258,31,157286,292,258,31,157286
25,1357236000670,2013-01-03 16:00:00,5,Running,0.1131,3,0,3000,4096,1024,327680,354,232,30,157286,354,232,30,157286
16,1357236000670,2013-01-03 13:00:00,4,Running,0.1120,3,0,3000,4096,1024,327680,299,223,31,157286,299,223,31,157286
17,1357236000670,2013-01-03 13:00:00,4,Running,0.1124,3,0,3000,4096,1024,327680,319,219,29,157286,319,219,29,157286
18,1357236000670,2013-01-03 13:00:00,4,Running,0.1116,3,0,3000,4096,1024,327680,281,204,30,157286,281,204,30,157286
19,1357236000670,2013-01-03 13:00:00,4,Running,0.1068,1,0,3000,4096,1024,327680,75,68,10,52429,75,68,10,52429
20,1357236000670,2013-01-03 13:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357236000670,2013-01-03 19:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357236000670,2013-01-03 19:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357236000670,2013-01-03 19:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357236000670,2013-01-03 19:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357236000670,2013-01-03 19:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357236000670,2013-01-03 19:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357236000670,2013-01-03 19:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357236000670,2013-01-03 19:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357236000670,2013-01-03 19:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357236000670,2013-01-03 19:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357236000670,2013-01-04 03:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357236000670,2013-01-04 03:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357236000670,2013-01-04 03:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357236000670,2013-01-04 03:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357236000670,2013-01-04 03:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357239600670,2013-01-03 17:00:00,5,Running,0.1128,3,0,3000,4096,1024,327680,338,252,29,157286,338,252,29,157286
22,1357239600670,2013-01-03 17:00:00,5,Running,0.1118,3,0,3000,4096,1024,327680,291,253,30,157286,291,253,30,157286
23,1357239600670,2013-01-03 17:00:00,5,Running,0.1134,3,0,3000,4096,1024,327680,369,283,29,157286,369,283,29,157286
24,1357239600670,2013-01-03 17:00:00,5,Running,0.1127,3,0,3000,4096,1024,327680,333,259,29,157286,333,259,29,157286
25,1357239600670,2013-01-03 17:00:00,5,Running,0.1117,3,0,3000,4096,1024,327680,286,240,29,157286,286,240,29,157286
16,1357239600670,2013-01-03 14:00:00,4,Running,0.1130,3,0,3000,4096,1024,327680,351,241,30,157286,351,241,30,157286
17,1357239600670,2013-01-03 14:00:00,4,Running,0.1127,3,0,3000,4096,1024,327680,337,224,29,157286,337,224,29,157286
18,1357239600670,2013-01-03 14:00:00,4,Running,0.1123,3,0,3000,4096,1024,327680,313,233,30,157286,313,233,30,157286
19,1357239600670,2013-01-03 14:00:00,4,Running,0.1084,1,0,3000,4096,1024,327680,145,99,10,52429,145,99,10,52429
20,1357239600670,2013-01-03 14:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357239600670,2013-01-03 20:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357239600670,2013-01-03 20:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357239600670,2013-01-03 20:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357239600670,2013-01-03 20:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357239600670,2013-01-03 20:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357239600670,2013-01-03 20:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357239600670,2013-01-03 20:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357239600670,2013-01-03 20:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357239600670,2013-01-03 20:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357239600670,2013-01-03 20:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357239600670,2013-01-04 04:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357239600670,2013-01-04 04:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357239600670,2013-01-04 04:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357239600670,2013-01-04 04:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357239600670,2013-01-04 04:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357243200670,2013-01-03 18:00:00,5,Running,0.1148,3,0,3000,4096,1024,327680,442,269,29,157286,442,269,29,157286
22,1357243200670,2013-01-03 18:00:00,5,Running,0.1152,3,0,3000,4096,1024,327680,458,258,30,157286,458,258,30,157286
23,1357243200670,2013-01-03 18:00:00,5,Running,0.1143,3,0,3000,4096,1024,327680,415,303,30,157286,415,303,30,157286
24,1357243200670,2013-01-03 18:00:00,5,Running,0.1135,3,0,3000,4096,1024,327680,377,304,29,157286,377,304,29,157286
25,1357243200670,2013-01-03 18:00:00,5,Running,0.1153,3,0,3000,4096,1024,327680,463,301,30,157286,463,301,30,157286
16,1357243200670,2013-01-03 15:00:00,4,Running,0.1154,3,0,3000,4096,1024,327680,468,290,30,157286,468,290,30,157286
17,1357243200670,2013-01-03 15:00:00,4,Running,0.1134,3,0,3000,4096,1024,327680,372,340,31,157286,372,340,31,157286
18,1357243200670,2013-01-03 15:00:00,4,Running,0.1148,3,0,3000,4096,1024,327680,438,347,29,157286,438,347,29,157286
19,1357243200670,2013-01-03 15:00:00,4,Running,0.1091,1,0,3000,4096,1024,327680,174,116,11,52429,174,116,11,52429
20,1357243200670,2013-01-03 15:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357243200670,2013-01-03 21:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357243200670,2013-01-03 21:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357243200670,2013-01-03 21:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357243200670,2013-01-03 21:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357243200670,2013-01-03 21:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357243200670,2013-01-03 21:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357243200670,2013-01-03 21:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357243200670,2013-01-03 21:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357243200670,2013-01-03 21:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357243200670,2013-01-03 21:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357243200670,2013-01-04 05:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357243200670,2013-01-04 05:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357243200670,2013-01-04 05:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357243200670,2013-01-04 05:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357243200670,2013-01-04 05:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357246800670,2013-01-03 19:00:00,5,Running,0.1185,3,0,3000,4096,1024,327680,622,379,32,157286,622,379,32,157286
22,1357246800670,2013-01-03 19:00:00,5,Running,0.1188,3,0,3000,4096,1024,327680,636,396,31,157286,636,396,31,157286
23,1357246800670,2013-01-03 19:00:00,5,Running,0.1184,3,0,3000,4096,1024,327680,618,411,29,157286,618,411,29,157286
24,1357246800670,2013-01-03 19:00:00,5,Running,0.1178,3,0,3000,4096,1024,327680,591,388,30,157286,591,388,30,157286
25,1357246800670,2013-01-03 19:00:00,5,Running,0.1181,3,0,3000,4096,1024,327680,604,389,30,157286,604,389,30,157286
16,1357246800670,2013-01-03 16:00:00,4,Running,0.1180,3,0,3000,4096,1024,327680,598,419,31,157286,598,419,31,157286
17,1357246800670,2013-01-03 16:00:00,4,Running,0.1176,3,0,3000,4096,1024,327680,578,377,31,157286,578,377,31,157286
18,1357246800670,2013-01-03 16:00:00,4,Running,0.1187,3,0,3000,4096,1024,327680,632,414,31,157286,632,414,31,157286
19,1357246800670,2013-01-03 16:00:00,4,Running,0.1091,1,0,3000,4096,1024,327680,176,120,10,52429,176,120,10,52429
20,1357246800670,2013-01-03 16:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357246800670,2013-01-03 22:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357246800670,2013-01-03 22:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357246800670,2013-01-03 22:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357246800670,2013-01-03 22:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357246800670,2013-01-03 22:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357246800670,2013-01-03 22:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357246800670,2013-01-03 22:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357246800670,2013-01-03 22:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357246800670,2013-01-03 22:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357246800670,2013-01-03 22:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357246800670,2013-01-04 06:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357246800670,2013-01-04 06:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357246800670,2013-01-04 06:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357246800670,2013-01-04 06:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357246800670,2013-01-04 06:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357250400670,2013-01-03 20:00:00,5,Running,0.1236,3,0,3000,4096,1024,327680,842,496,30,157286,842,496,30,157286
22,1357250400670,2013-01-03 20:00:00,5,Running,0.1234,3,0,3000,4096,1024,327680,832,528,29,157286,832,528,29,157286
23,1357250400670,2013-01-03 20:00:00,5,Running,0.1226,3,0,3000,4096,1024,327680,796,557,32,157286,796,557,32,157286
24,1357250400670,2013-01-03 20:00:00,5,Running,0.1228,3,0,3000,4096,1024,327680,805,497,30,157286,805,497,30,157286
25,1357250400670,2013-01-03 20:00:00,5,Running,0.1226,3,0,3000,4096,1024,327680,796,529,29,157286,796,529,29,157286
16,1357250400670,2013-01-03 17:00:00,4,Running,0.1232,3,0,3000,4096,1024,327680,824,503,31,157286,824,503,31,157286
17,1357250400670,2013-01-03 17:00:00,4,Running,0.1235,3,0,3000,4096,1024,327680,836,523,30,157286,836,523,30,157286
18,1357250400670,2013-01-03 17:00:00,4,Running,0.1226,3,0,3000,4096,1024,327680,796,547,29,157286,796,547,29,157286
19,1357250400670,2013-01-03 17:00:00,4,Running,0.1112,1,0,3000,4096,1024,327680,266,165,10,52429,266,165,10,52429
20,1357250400670,2013-01-03 17:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357250400670,2013-01-03 23:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357250400670,2013-01-03 23:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357250400670,2013-01-03 23:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357250400670,2013-01-03 23:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357250400670,2013-01-03 23:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357250400670,2013-01-03 23:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357250400670,2013-01-03 23:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357250400670,2013-01-03 23:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357250400670,2013-01-03 23:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357250400670,2013-01-03 23:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357250400670,2013-01-04 07:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357250400670,2013-01-04 07:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357250400670,2013-01-04 07:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357250400670,2013-01-04 07:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357250400670,2013-01-04 07:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357254000670,2013-01-03 21:00:00,5,Running,0.1276,3,0,3000,4096,1024,327680,1029,679,30,157286,1029,679,30,157286
22,1357254000670,2013-01-03 21:00:00,5,Running,0.1285,3,0,3000,4096,1024,327680,1076,637,31,157286,1076,637,31,157286
23,1357254000670,2013-01-03 21:00:00,5,Running,0.1289,3,0,3000,4096,1024,327680,1094,636,31,157286,1094,636,31,157286
24,1357254000670,2013-01-03 21:00:00,5,Running,0.1270,3,0,3000,4096,1024,327680,998,649,31,157286,998,649,31,157286
25,1357254000670,2013-01-03 21:00:00,5,Running,0.1293,3,0,3000,4096,1024,327680,1115,670,30,157286,1115,670,30,157286
16,1357254000670,2013-01-03 18:00:00,4,Running,0.1292,3,0,3000,4096,1024,327680,1110,663,31,157286,1110,663,31,157286
17,1357254000670,2013-01-03 18:00:00,4,Running,0.1281,3,0,3000,4096,1024,327680,1055,638,31,157286,1055,638,31,157286
18,1357254000670,2013-01-03 18:00:00,4,Running,0.1285,3,0,3000,4096,1024,327680,1073,694,31,157286,1073,694,31,157286
19,1357254000670,2013-01-03 18:00:00,4,Running,0.1139,1,0,3000,4096,1024,327680,393,201,11,52429,393,201,11,52429
20,1357254000670,2013-01-03 18:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357254000670,2013-01-04 00:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357254000670,2013-01-04 00:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357254000670,2013-01-04 00:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357254000670,2013-01-04 00:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357254000670,2013-01-04 00:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357254000670,2013-01-04 00:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357254000670,2013-01-04 00:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357254000670,2013-01-04 00:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357254000670,2013-01-04 00:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357254000670,2013-01-04 00:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357254000670,2013-01-04 08:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357254000670,2013-01-04 08:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
3,1357254000670,2013-01-04 08:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
4,1357254000670,2013-01-04 08:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
5,1357254000670,2013-01-04 08:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
21,1357257600670,2013-01-03 22:00:00,5,Running,0.1344,3,0,3000,4096,1024,327680,1368,793,30,157286,1368,793,30,157286
22,1357257600670,2013-01-03 22:00:00,5,Running,0.1351,3,0,3000,4096,1024,327680,1407,839,30,157286,1407,839,30,157286
23,1357257600670,2013-01-03 22:00:00,5,Running,0.1344,3,0,3000,4096,1024,327680,1370,781,30,157286,1370,781,30,157286
24,1357257600670,2013-01-03 22:00:00,5,Running,0.1334,3,0,3000,4096,1024,327680,1322,785,30,157286,1322,785,30,157286
25,1357257600670,2013-01-03 22:00:00,5,Running,0.1342,3,0,3000,4096,1024,327680,1361,806,30,157286,1361,806,30,157286
16,1357257600670,2013-01-03 19:00:00,4,Running,0.1330,3,0,3000,4096,1024,327680,1301,788,30,157286,1301,788,30,157286
17,1357257600670,2013-01-03 19:00:00,4,Running,0.1341,3,0,3000,4096,1024,327680,1356,825,31,157286,1356,825,31,157286
18,1357257600670,2013-01-03 19:00:00,4,Running,0.1346,3,0,3000,4096,1024,327680,1378,806,30,157286,1378,806,30,157286
19,1357257600670,2013-01-03 19:00:00,4,Running,0.1148,1,0,3000,4096,1024,327680,438,276,10,52429,438,276,10,52429
20,1357257600670,2013-01-03 19:00:00,4,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
11,1357257600670,2013-01-04 01:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
12,1357257600670,2013-01-04 01:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
13,1357257600670,2013-01-04 01:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
14,1357257600670,2013-01-04 01:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
15,1357257600670,2013-01-04 01:00:00,3,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
6,1357257600670,2013-01-04 01:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
7,1357257600670,2013-01-04 01:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
8,1357257600670,2013-01-04 01:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
9,1357257600670,2013-01-04 01:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
10,1357257600670,2013-01-04 01:00:00,2,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
1,1357257600670,2013-01-04 09:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
2,1357257600670,2013-01-04 09:00:00,1,Running,0.1050,0,0,3000,4096,1024,327680,0,0,0,0,0,0,0,0
