Date,Timestamp,Temperature
2013-01-05 01:00:00,1357340400000,17.78
2013-01-05 02:00:00,1357344000000,17.69
2013-01-05 03:00:00,1357347600000,17.78
2013-01-05 04:00:00,1357351200000,18.89
2013-01-05 05:00:00,1357354800000,18.50
2013-01-05 06:00:00,1357358400000,18.89
2013-01-05 07:00:00,1357362000000,17.78
2013-01-05 08:00:00,1357365600000,20.55
2013-01-05 09:00:00,1357369200000,22.78
2013-01-05 10:00:00,1357372800000,25.00
2013-01-05 11:00:00,1357376400000,25.34
2013-01-05 12:00:00,1357380000000,27.22
2013-01-05 13:00:00,1357383600000,26.11
2013-01-05 14:00:00,1357387200000,25.42
2013-01-05 15:00:00,1357390800000,26.11
2013-01-05 16:00:00,1357394400000,25.00
2013-01-05 17:00:00,1357398000000,24.55
2013-01-05 18:00:00,1357401600000,22.78
2013-01-05 19:00:00,1357405200000,22.22
2013-01-05 20:00:00,1357408800000,20.67
2013-01-05 21:00:00,1357412400000,20.00
2013-01-05 22:00:00,1357416000000,19.96
2013-01-05 23:00:00,1357419600000,19.87
2013-01-06 00:00:00,1357423200000,18.89
2013-01-06 01:00:00,1357426800000,18.89
2013-01-06 02:00:00,1357430400000,18.82
2013-01-06 03:00:00,1357434000000,18.89
2013-01-06 04:00:00,1357437600000,18.89
2013-01-06 05:00:00,1357441200000,18.33
2013-01-06 06:00:00,1357444800000,17.22
2013-01-06 07:00:00,1357448400000,20.00
2013-01-06 08:00:00,1357452000000,20.57
2013-01-06 09:00:00,1357455600000,22.78
2013-01-06 10:00:00,1357459200000,22.78
2013-01-06 11:00:00,1357462800000,24.25
2013-01-06 12:00:00,1357466400000,25.00
2013-01-06 13:00:00,1357470000000,25.00
2013-01-06 14:00:00,1357473600000,23.87
2013-01-06 15:00:00,1357477200000,22.78
2013-01-06 16:00:00,1357480800000,23.89
2013-01-06 17:00:00,1357484400000,23.21
2013-01-06 18:00:00,1357488000000,22.78
2013-01-06 19:00:00,1357491600000,21.11
2013-01-06 20:00:00,1357495200000,19.88
2013-01-06 21:00:00,1357498800000,18.89
2013-01-06 22:00:00,1357502400000,18.89
2013-01-06 23:00:00,1357506000000,19.19
2013-01-07 00:00:00,1357509600000,18.89
2013-01-07 01:00:00,1357513200000,18.89
2013-01-07 02:00:00,1357516800000,18.43
2013-01-07 03:00:00,1357520400000,18.89
2013-01-07 04:00:00,1357524000000,17.78
2013-01-07 05:00:00,1357527600000,17.65
2013-01-07 06:00:00,1357531200000,18.89
2013-01-07 07:00:00,1357534800000,18.89
2013-01-07 08:00:00,1357538400000,20.07
2013-01-07 09:00:00,1357542000000,22.78
2013-01-07 10:00:00,1357545600000,23.89
2013-01-07 11:00:00,1357549200000,24.12
2013-01-07 12:00:00,1357552800000,25.00
2013-01-07 13:00:00,1357556400000,25.00
2013-01-07 14:00:00,1357560000000,23.11
2013-01-07 15:00:00,1357563600000,22.78
2013-01-07 16:00:00,1357567200000,22.78
2013-01-07 17:00:00,1357570800000,22.94
2013-01-07 18:00:00,1357574400000,21.11
2013-01-07 19:00:00,1357578000000,20.00
2013-01-07 20:00:00,1357581600000,19.65
2013-01-07 21:00:00,1357585200000,20.00
2013-01-07 22:00:00,1357588800000,18.89
2013-01-07 23:00:00,1357592400000,19.25
2013-01-08 00:00:00,1357596000000,18.89
2013-01-08 01:00:00,1357599600000,18.89
2013-01-08 02:00:00,1357603200000,18.32
2013-01-08 03:00:00,1357606800000,18.89
2013-01-08 04:00:00,1357610400000,18.89
2013-01-08 05:00:00,1357614000000,19.25
2013-01-08 06:00:00,1357617600000,17.78
2013-01-08 07:00:00,1357621200000,20.00
2013-01-08 08:00:00,1357624800000,20.51
2013-01-08 09:00:00,1357628400000,21.11
2013-01-08 10:00:00,1357632000000,22.78
2013-01-08 11:00:00,1357635600000,23.21
2013-01-08 12:00:00,1357639200000,23.89
2013-01-08 13:00:00,1357642800000,23.89
2013-01-08 14:00:00,1357646400000,24.52
2013-01-08 15:00:00,1357650000000,26.11
2013-01-08 16:00:00,1357653600000,25.00
2013-01-08 17:00:00,1357657200000,23.93
2013-01-08 18:00:00,1357660800000,22.78
2013-01-08 19:00:00,1357664400000,22.22
2013-01-08 20:00:00,1357668000000,20.59
2013-01-08 21:00:00,1357671600000,20.00
2013-01-08 22:00:00,1357675200000,20.00
2013-01-08 23:00:00,1357678800000,17.84
2013-01-09 00:00:00,1357682400000,17.78
2013-01-09 01:00:00,1357686000000,17.22
2013-01-09 02:00:00,1357689600000,16.29
2013-01-09 03:00:00,1357693200000,17.22
2013-01-09 04:00:00,1357696800000,17.22
2013-01-09 05:00:00,1357700400000,17.22
2013-01-09 06:00:00,1357704000000,17.22
2013-01-09 07:00:00,1357707600000,17.78
2013-01-09 08:00:00,1357711200000,18.41
2013-01-09 09:00:00,1357714800000,20.00
2013-01-09 10:00:00,1357718400000,17.22
2013-01-09 11:00:00,1357722000000,18.21
2013-01-09 12:00:00,1357725600000,18.89
2013-01-09 13:00:00,1357729200000,18.89
2013-01-09 14:00:00,1357732800000,19.68
2013-01-09 15:00:00,1357736400000,21.11
2013-01-09 16:00:00,1357740000000,21.11
2013-01-09 17:00:00,1357743600000,19.87
2013-01-09 18:00:00,1357747200000,18.89
2013-01-09 19:00:00,1357750800000,18.89
2013-01-09 20:00:00,1357754400000,16.62
2013-01-09 21:00:00,1357758000000,16.11
2013-01-09 22:00:00,1357761600000,16.11
2013-01-09 23:00:00,1357765200000,16.04
